"Speaker","Rand","Position","Word","Durw","Vowel","Durvowel","stress"
"VF","rand4","prefinal","casa",0.5,"a",0.1,0
"VF","rand4","prefinal","tate",0.48,"e",0.12,0
"VF","rand4","prefinal","baro",0.44,"o",0.09,0
"VF","rand4","prefinal","ramo",0.45,"o",0.09,0
"VF","rand4","prefinal","kali'",0.37,"i",0.14,1
"VF","rand4","prefinal","nana'",0.36,"a",0.15,1
"VF","rand4","prefinal","palo",0.44,"o",0.06,0
"VF","rand4","prefinal","tito",0.45,"o",0.12,0
"VF","rand4","prefinal","como'",0.42,"o",0.16,1
"VF","rand4","prefinal","falo'",0.41,"o",0.15,1
"VF","rand4","prefinal","bara",0.51,"a",0.14,0
"VF","rand4","prefinal","sofa'",0.58,"a",0.26,1
"VF","rand4","prefinal","meta'",0.39,"a",0.17,1
"VM","rand2","prefinal","casa",0.5,"a",0.09,0
"VM","rand2","prefinal","gile'",0.32,"e",0.14,1
"VM","rand2","prefinal","pupi",0.5,"i",0.11,0
"VM","rand2","prefinal","nana'",0.41,"a",0.17,1
"VM","rand2","prefinal","meta'",0.42,"a",0.16,1
"VM","rand2","prefinal","pate'",0.41,"e",0.14,1
"VM","rand2","prefinal","palo",0.47,"o",0.1,0
"VM","rand2","prefinal","tate",0.48,"e",0.1,0
"VM","rand2","prefinal","tana",0.46,"a",0.13,0
"VM","rand2","prefinal","bara",0.48,"a",0.12,0
"VM","rand2","prefinal","baro",0.55,"o",0.18,0
"VM","rand2","prefinal","toto'",0.41,"o",0.14,1
"VM","rand2","prefinal","mimi'",0.34,"i",0.09,1
"VM","rand2","prefinal","rita",0.48,"a",0.15,0
"VM","rand2","prefinal","como'",0.39,"o",0.15,1
"VM","rand2","prefinal","tito",0.5,"o",0.12,0
"VM","rand2","prefinal","kepi'",0.42,"i",0.13,1
"VM","rand2","prefinal","remi",0.39,"i",0.11,0
"VM","rand2","prefinal","falo'",0.39,"o",0.16,1
"VM","rand2","prefinal","cile",0.39,"e",0.05,0
"VM","rand2","prefinal","mose'",0.39,"e",0.12,1
"VM","rand2","prefinal","pipi'",0.39,"i",0.11,1
"VM","rand2","prefinal","case",0.54,"e",0.1,0
"VM","rand2","prefinal","para'",0.38,"a",0.16,1
"VM","rand2","prefinal","bide'",0.4,"e",0.17,1
"VM","rand2","prefinal","kali'",0.4,"i",0.14,1
"VM","rand2","prefinal","sede",0.38,"e",0.06,0
"VM","rand2","prefinal","maro'",0.39,"o",0.17,1
"VM","rand2","prefinal","bepi",0.54,"i",0.12,0
"VM","rand2","prefinal","ramo",0.45,"o",0.1,0
"VM","rand2","prefinal","sofa'",0.47,"a",0.15,1
"VM","rand2","prefinal","mali",0.49,"i",0.11,0
"AC","rand4","final","casa",0.4,"a",0.19,0
"AC","rand4","final","mimi'",0.31,"i",0.14,1
"AC","rand4","final","rita",0.31,"a",0.16,0
"AC","rand4","final","meta'",0.32,"a",0.16,1
"AC","rand4","final","palo",0.39,"o",0.12,0
"AC","rand4","final","kali'",0.3,"i",0.17,1
"AC","rand4","final","pate'",0.35,"e",0.17,1
"AC","rand4","final","falo'",0.29,"o",0.13,1
"AC","rand4","final","baro",0.39,"o",0.13,0
"AC","rand4","final","sofa'",0.31,"a",0.18,1
"AC","rand4","final","nana'",0.32,"a",0.12,1
"AC","rand4","final","pipi'",0.31,"i",0.17,1
"AC","rand4","final","maro'",0.28,"o",0.17,1
"AC","rand4","final","ramo",0.42,"o",0.14,0
"AC","rand4","final","bide'",0.25,"e",0.17,1
"AC","rand4","final","sede",0.38,"e",0.14,0
"AC","rand4","final","mose'",0.23,"e",0.18,1
"AC","rand4","final","toto'",0.27,"o",0.14,1
"AC","rand4","final","gile'",0.27,"e",0.14,1
"AC","rand4","final","mali",0.4,"i",0.13,0
"AC","rand4","final","para'",0.28,"a",0.15,1
"AC","rand4","final","tana",0.36,"a",0.14,0
"AC","rand4","final","como'",0.31,"o",0.14,1
"AC","rand4","final","kepi'",0.33,"i",0.2,1
"AC","rand4","final","bepi",0.39,"i",0.18,0
"AC","rand4","final","tate",0.39,"e",0.11,0
"AC","rand4","final","remi",0.33,"i",0.12,0
"AC","rand4","final","pupi",0.42,"i",0.12,0
"AC","rand4","final","tito",0.43,"o",0.13,0
"AC","rand4","final","cile",0.36,"e",0.12,0
"AC","rand4","final","bara",0.38,"a",0.17,0
"AC","rand4","final","case",0.39,"e",0.16,0
"AL","rand1","final","mose'",0.47,"e",0.21,1
"AL","rand1","final","gile'",0.37,"e",0.16,1
"AL","rand1","final","para'",0.42,"a",0.21,1
"AL","rand1","final","kali'",0.35,"i",0.23,1
"AL","rand1","final","case",0.57,"e",0.19,0
"AL","rand1","final","tana",0.49,"a",0.19,0
"AL","rand1","final","rita",0.43,"a",0.18,0
"AL","rand1","final","mali",0.52,"i",0.16,0
"AL","rand1","final","pipi'",0.4,"i",0.18,1
"AL","rand1","final","sede",0.48,"e",0.19,0
"AL","rand1","final","falo'",0.38,"o",0.18,1
"AL","rand1","final","nana'",0.38,"a",0.22,1
"AL","rand1","final","tito",0.53,"o",0.16,0
"AL","rand1","final","palo",0.57,"o",0.19,0
"AL","rand1","final","maro'",0.36,"o",0.17,1
"AL","rand1","final","pupi",0.49,"i",0.12,0
"AL","rand1","final","sofa'",0.46,"a",0.17,1
"AL","rand1","final","cile",0.55,"e",0.14,0
"AL","rand1","final","toto'",0.44,"o",0.16,1
"AL","rand1","final","kepi'",0.43,"i",0.21,1
"AL","rand1","final","bide'",0.41,"e",0.2,1
"AL","rand1","final","pate'",0.43,"e",0.21,1
"AL","rand1","final","remi",0.47,"i",0.17,0
"AL","rand1","final","bara",0.54,"a",0.18,0
"AL","rand1","final","meta'",0.36,"a",0.18,1
"AL","rand1","final","bepi",0.49,"i",0.19,0
"AL","rand1","final","tate",0.5,"e",0.18,0
"AL","rand1","final","casa",0.48,"a",0.23,0
"AL","rand1","final","como'",0.41,"o",0.15,1
"AL","rand1","final","baro",0.5,"o",0.16,0
"AL","rand1","final","ramo",0.5,"o",0.18,0
"AL","rand1","final","mimi'",0.4,"i",0.16,1
"DN","rand3","final","case",0.44,"e",0.23,0
"DN","rand3","final","pupi",0.49,"i",0.16,0
"DN","rand3","final","gile'",0.34,"e",0.24,1
"DN","rand3","final","pipi'",0.38,"i",0.17,1
"DN","rand3","final","maro'",0.38,"o",0.16,1
"DN","rand3","final","bara",0.46,"a",0.16,0
"DN","rand3","final","sede",0.44,"e",0.12,0
"DN","rand3","final","rita",0.38,"a",0.2,0
"DN","rand3","final","mali",0.42,"i",0.14,0
"DN","rand3","final","sofa'",0.49,"a",0.14,1
"DN","rand3","final","meta'",0.37,"a",0.18,1
"DN","rand3","final","falo'",0.36,"o",0.11,1
"DN","rand3","final","remi",0.39,"i",0.16,0
"DN","rand3","final","kali'",0.32,"i",0.22,1
"DN","rand3","final","ramo",0.51,"o",0.17,0
"DN","rand3","final","palo",0.55,"o",0.15,0
"DN","rand3","final","mimi'",0.37,"i",0.14,1
"DN","rand3","final","tito",0.44,"o",0.17,0
"DN","rand3","final","bepi",0.44,"i",0.2,0
"DN","rand3","final","casa",0.44,"a",0.2,0
"DN","rand3","final","bide'",0.36,"e",0.17,1
"DN","rand3","final","mose'",0.42,"e",0.27,1
"DN","rand3","final","cile",0.43,"e",0.16,0
"DN","rand3","final","tana",0.41,"a",0.18,0
"DN","rand3","final","tate",0.46,"e",0.14,0
"DN","rand3","final","nana'",0.34,"a",0.13,1
"DN","rand3","final","kepi'",0.38,"i",0.15,1
"DN","rand3","final","para'",0.37,"a",0.16,1
"DN","rand3","final","como'",0.38,"o",0.1,1
"DN","rand3","final","baro",0.49,"o",0.13,0
"DN","rand3","final","toto'",0.42,"o",0.24,1
"DN","rand3","final","pate'",0.42,"e",0.22,1
"EB","rand1","final","mose'",0.36,"e",0.19,1
"EB","rand1","final","gile'",0.32,"e",0.14,1
"EB","rand1","final","para'",0.33,"a",0.09,1
"EB","rand1","final","kali'",0.3,"i",0.13,1
"EB","rand1","final","case",0.49,"e",0.16,0
"EB","rand1","final","tana",0.43,"a",0.1,0
"EB","rand1","final","rita",0.37,"a",0.13,0
"EB","rand1","final","mali",0.34,"i",0.06,0
"EB","rand1","final","pipi'",0.36,"i",0.04,1
"EB","rand1","final","sede",0.41,"e",0.03,0
"EB","rand1","final","falo'",0.3,"o",0.04,1
"EB","rand1","final","nana'",0.3,"a",0.08,1
"EB","rand1","final","tito",0.44,"o",0.13,0
"EB","rand1","final","palo",0.5,"o",0.09,0
"EB","rand1","final","maro'",0.36,"o",0.2,1
"EB","rand1","final","pupi",0.42,"i",0.14,0
"EB","rand1","final","sofa'",0.38,"a",0.09,1
"EB","rand1","final","cile",0.51,"e",0.11,0
"EB","rand1","final","toto'",0.37,"o",0.17,1
"EB","rand1","final","kepi'",0.38,"i",0.14,1
"EB","rand1","final","bide'",0.33,"e",0.2,1
"EB","rand1","final","pate'",0.35,"e",0.17,1
"EB","rand1","final","remi",0.36,"i",0.11,0
"EB","rand1","final","bara",0.4,"a",0.15,0
"EB","rand1","final","meta'",0.34,"a",0.16,1
"EB","rand1","final","bepi",0.44,"i",0.16,0
"EB","rand1","final","tate",0.49,"e",0.11,0
"EB","rand1","final","casa",0.52,"a",0.15,0
"EB","rand1","final","como'",0.32,"o",0.09,1
"EB","rand1","final","baro",0.46,"o",0.09,0
"EB","rand1","final","ramo",0.43,"o",0.13,0
"EB","rand1","final","mimi'",0.31,"i",0.08,1
"EM","rand1","final","mose'",0.37,"e",0.19,1
"EM","rand1","final","gile'",0.3,"e",0.16,1
"EM","rand1","final","para'",0.33,"a",0.13,1
"EM","rand1","final","kali'",0.34,"i",0.16,1
"EM","rand1","final","case",0.47,"e",0.2,0
"EM","rand1","final","tana",0.35,"a",0.14,0
"EM","rand1","final","rita",0.34,"a",0.21,0
"EM","rand1","final","mali",0.39,"i",0.13,0
"EM","rand1","final","pipi'",0.33,"i",0.16,1
"EM","rand1","final","sede",0.39,"e",0.12,0
"EM","rand1","final","falo'",0.34,"o",0.12,1
"EM","rand1","final","nana'",0.33,"a",0.15,1
"EM","rand1","final","tito",0.42,"o",0.18,0
"EM","rand1","final","palo",0.44,"o",0.15,0
"EM","rand1","final","maro'",0.25,"o",0.14,1
"EM","rand1","final","pupi",0.46,"i",0.16,0
"EM","rand1","final","sofa'",0.42,"a",0.14,1
"EM","rand1","final","cile",0.44,"e",0.13,0
"EM","rand1","final","toto'",0.35,"o",0.17,1
"EM","rand1","final","kepi'",0.36,"i",0.15,1
"EM","rand1","final","bide'",0.35,"e",0.2,1
"EM","rand1","final","pate'",0.35,"e",0.17,1
"EM","rand1","final","remi",0.41,"i",0.14,0
"EM","rand1","final","bara",0.38,"a",0.14,0
"EM","rand1","final","meta'",0.33,"a",0.13,1
"EM","rand1","final","bepi",0.43,"i",0.11,0
"EM","rand1","final","tate",0.4,"e",0.14,0
"EM","rand1","final","casa",0.43,"a",0.15,0
"EM","rand1","final","como'",0.34,"o",0.1,1
"EM","rand1","final","baro",0.4,"o",0.13,0
"EM","rand1","final","ramo",0.39,"o",0.14,0
"EM","rand1","final","mimi'",0.34,"i",0.12,1
"ER","rand3","final","case",0.39,"e",0.16,0
"ER","rand3","final","pupi",0.41,"i",0.14,0
"ER","rand3","final","gile'",0.28,"e",0.11,1
"ER","rand3","final","pipi'",0.29,"i",0.07,1
"ER","rand3","final","maro'",0.3,"o",0.11,1
"ER","rand3","final","bara",0.4,"a",0.16,0
"ER","rand3","final","sede",0.38,"e",0.08,0
"ER","rand3","final","rita",0.32,"a",0.16,0
"ER","rand3","final","mali",0.41,"i",0.09,0
"ER","rand3","final","sofa'",0.31,"a",0.1,1
"ER","rand3","final","meta'",0.29,"a",0.12,1
"ER","rand3","final","falo'",0.31,"o",0.11,1
"ER","rand3","final","remi",0.35,"i",0.1,0
"ER","rand3","final","kali'",0.31,"i",0.14,1
"ER","rand3","final","ramo",0.41,"o",0.08,0
"ER","rand3","final","palo",0.42,"o",0.11,0
"ER","rand3","final","mimi'",0.31,"i",0.07,1
"ER","rand3","final","tito",0.35,"o",0.13,0
"ER","rand3","final","bepi",0.38,"i",0.12,0
"ER","rand3","final","casa",0.39,"a",0.13,0
"ER","rand3","final","bide'",0.3,"e",0.12,1
"ER","rand3","final","mose'",0.33,"e",0.16,1
"ER","rand3","final","cile",0.39,"e",0.11,0
"ER","rand3","final","tana",0.34,"a",0.11,0
"ER","rand3","final","tate",0.38,"e",0.09,0
"ER","rand3","final","nana'",0.26,"a",0.06,1
"ER","rand3","final","kepi'",0.29,"i",0.11,1
"ER","rand3","final","para'",0.3,"a",0.11,1
"ER","rand3","final","como'",0.31,"o",0.1,1
"ER","rand3","final","baro",0.36,"o",0.11,0
"ER","rand3","final","toto'",0.27,"o",0.1,1
"ER","rand3","final","pate'",0.32,"e",0.15,1
"FB","rand4","final","casa",0.43,"a",0.16,0
"FB","rand4","final","mimi'",0.33,"i",0.14,1
"FB","rand4","final","rita",0.36,"a",0.19,0
"FB","rand4","final","meta'",0.34,"a",0.16,1
"FB","rand4","final","palo",0.47,"o",0.13,0
"FB","rand4","final","kali'",0.35,"i",0.18,1
"FB","rand4","final","pate'",0.45,"e",0.19,1
"FB","rand4","final","falo'",0.4,"o",0.14,1
"FB","rand4","final","baro",0.45,"o",0.12,0
"FB","rand4","final","sofa'",0.41,"a",0.13,1
"FB","rand4","final","nana'",0.31,"a",0.11,1
"FB","rand4","final","pipi'",0.34,"i",0.15,1
"FB","rand4","final","maro'",0.32,"o",0.13,1
"FB","rand4","final","ramo",0.46,"o",0.15,0
"FB","rand4","final","bide'",0.42,"e",0.19,1
"FB","rand4","final","sede",0.46,"e",0.12,0
"FB","rand4","final","mose'",0.43,"e",0.2,1
"FB","rand4","final","toto'",0.41,"o",0.18,1
"FB","rand4","final","gile'",0.37,"e",0.16,1
"FB","rand4","final","mali",0.45,"i",0.13,0
"FB","rand4","final","para'",0.37,"a",0.14,1
"FB","rand4","final","tana",0.4,"a",0.13,0
"FB","rand4","final","como'",0.33,"o",0.12,1
"FB","rand4","final","kepi'",0.42,"i",0.14,1
"FB","rand4","final","bepi",0.48,"i",0.17,0
"FB","rand4","final","tate",0.52,"e",0.13,0
"FB","rand4","final","remi",0.39,"i",0.14,0
"FB","rand4","final","pupi",0.45,"i",0.18,0
"FB","rand4","final","tito",0.45,"o",0.18,0
"FB","rand4","final","cile",0.46,"e",0.18,0
"FB","rand4","final","bara",0.46,"a",0.17,0
"FB","rand4","final","case",0.51,"e",0.17,0
"FC","rand2","final","mali",0.42,"i",0.05,0
"FC","rand2","final","toto'",0.35,"o",0.14,1
"FC","rand2","final","mimi'",0.31,"i",0.07,1
"FC","rand2","final","bepi",0.42,"i",0.14,0
"FC","rand2","final","case",0.43,"e",0.14,0
"FC","rand2","final","kali'",0.34,"i",0.13,1
"FC","rand2","final","tate",0.43,"e",0.09,0
"FC","rand2","final","para'",0.33,"a",0.1,1
"FC","rand2","final","falo'",0.35,"o",0.1,1
"FC","rand2","final","cile",0.41,"e",0.12,0
"FC","rand2","final","tana",0.4,"a",0.13,0
"FC","rand2","final","bide'",0.35,"e",0.14,1
"FC","rand2","final","meta'",0.34,"a",0.14,1
"FC","rand2","final","ramo",0.36,"o",0.1,0
"FC","rand2","final","pupi",0.41,"i",0.13,0
"FC","rand2","final","remi",0.36,"i",0.1,0
"FC","rand2","final","maro'",0.36,"o",0.15,1
"FC","rand2","final","nana'",0.31,"a",0.09,1
"FC","rand2","final","tito",0.46,"o",0.18,0
"FC","rand2","final","pipi'",0.36,"i",0.09,1
"FC","rand2","final","casa",0.48,"a",0.16,0
"FC","rand2","final","gile'",0.32,"e",0.13,1
"FC","rand2","final","sede",0.44,"e",0.08,0
"FC","rand2","final","pate'",0.38,"e",0.15,1
"FC","rand2","final","mose'",0.37,"e",0.14,1
"FC","rand2","final","kepi'",0.39,"i",0.16,1
"FC","rand2","final","sofa'",0.44,"a",0.09,1
"FC","rand2","final","rita",0.33,"a",0.12,0
"FC","rand2","final","palo",0.4,"o",0.11,0
"FC","rand2","final","como'",0.3,"o",0.09,1
"FC","rand2","final","bara",0.38,"a",0.15,0
"FC","rand2","final","baro",0.38,"o",0.11,0
"FF","rand2","final","mali",0.4,"i",0.14,0
"FF","rand2","final","toto'",0.37,"o",0.15,1
"FF","rand2","final","mimi'",0.37,"i",0.14,1
"FF","rand2","final","bepi",0.49,"i",0.19,0
"FF","rand2","final","case",0.47,"e",0.2,0
"FF","rand2","final","kali'",0.35,"i",0.2,1
"FF","rand2","final","tate",0.4,"e",0.14,0
"FF","rand2","final","para'",0.39,"a",0.16,1
"FF","rand2","final","falo'",0.37,"o",0.14,1
"FF","rand2","final","cile",0.51,"e",0.17,0
"FF","rand2","final","tana",0.44,"a",0.17,0
"FF","rand2","final","bide'",0.39,"e",0.24,1
"FF","rand2","final","meta'",0.32,"a",0.19,1
"FF","rand2","final","ramo",0.46,"o",0.17,0
"FF","rand2","final","pupi",0.5,"i",0.23,0
"FF","rand2","final","remi",0.38,"i",0.16,0
"FF","rand2","final","maro'",0.37,"o",0.16,1
"FF","rand2","final","nana'",0.34,"a",0.12,1
"FF","rand2","final","tito",0.46,"o",0.21,0
"FF","rand2","final","pipi'",0.38,"i",0.15,1
"FF","rand2","final","casa",0.46,"a",0.17,0
"FF","rand2","final","gile'",0.36,"e",0.17,1
"FF","rand2","final","sede",0.43,"e",0.15,0
"FF","rand2","final","pate'",0.41,"e",0.2,1
"FF","rand2","final","mose'",0.45,"e",0.18,1
"FF","rand2","final","kepi'",0.41,"i",0.18,1
"FF","rand2","final","sofa'",0.46,"a",0.16,1
"FF","rand2","final","rita",0.39,"a",0.2,0
"FF","rand2","final","palo",0.41,"o",0.14,0
"FF","rand2","final","como'",0.37,"o",0.15,1
"FF","rand2","final","bara",0.43,"a",0.19,0
"FF","rand2","final","baro",0.42,"o",0.17,0
"MM","rand1","final","mose'",0.38,"e",0.18,1
"MM","rand1","final","gile'",0.31,"e",0.12,1
"MM","rand1","final","para'",0.32,"a",0.11,1
"MM","rand1","final","kali'",0.27,"i",0.14,1
"MM","rand1","final","case",0.42,"e",0.17,0
"MM","rand1","final","tana",0.33,"a",0.09,0
"MM","rand1","final","rita",0.33,"a",0.15,0
"MM","rand1","final","mali",0.4,"i",0.1,0
"MM","rand1","final","pipi'",0.3,"i",0.08,1
"MM","rand1","final","sede",0.4,"e",0.1,0
"MM","rand1","final","falo'",0.33,"o",0.1,1
"MM","rand1","final","nana'",0.3,"a",0.1,1
"MM","rand1","final","tito",0.38,"o",0.16,0
"MM","rand1","final","palo",0.39,"o",0.08,0
"MM","rand1","final","maro'",0.28,"o",0.18,1
"MM","rand1","final","pupi",0.4,"i",0.15,0
"MM","rand1","final","sofa'",0.35,"a",0.14,1
"MM","rand1","final","cile",0.42,"e",0.11,0
"MM","rand1","final","toto'",0.33,"o",0.15,1
"MM","rand1","final","kepi'",0.34,"i",0.19,1
"MM","rand1","final","bide'",0.31,"e",0.17,1
"MM","rand1","final","pate'",0.36,"e",0.19,1
"MM","rand1","final","remi",0.36,"i",0.1,0
"MM","rand1","final","bara",0.39,"a",0.17,0
"MM","rand1","final","meta'",0.31,"a",0.14,1
"MM","rand1","final","bepi",0.41,"i",0.16,0
"MM","rand1","final","tate",0.39,"e",0.09,0
"MM","rand1","final","casa",0.4,"a",0.17,0
"MM","rand1","final","como'",0.3,"o",0.08,1
"MM","rand1","final","baro",0.41,"o",0.1,0
"MM","rand1","final","ramo",0.36,"o",0.11,0
"MM","rand1","final","mimi'",0.32,"i",0.07,1
"NL","rand2","final","mali",0.44,"i",0.08,0
"NL","rand2","final","toto'",0.31,"o",0.15,1
"NL","rand2","final","mimi'",0.33,"i",0.1,1
"NL","rand2","final","bepi",0.48,"i",0.15,0
"NL","rand2","final","case",0.47,"e",0.15,0
"NL","rand2","final","kali'",0.33,"i",0.15,1
"NL","rand2","final","tate",0.44,"e",0.08,0
"NL","rand2","final","para'",0.38,"a",0.09,1
"NL","rand2","final","falo'",0.39,"o",0.09,1
"NL","rand2","final","cile",0.5,"e",0.11,0
"NL","rand2","final","tana",0.39,"a",0.11,0
"NL","rand2","final","bide'",0.32,"e",0.15,1
"NL","rand2","final","meta'",0.29,"a",0.13,1
"NL","rand2","final","ramo",0.44,"o",0.12,0
"NL","rand2","final","pupi",0.43,"i",0.15,0
"NL","rand2","final","remi",0.37,"i",0.12,0
"NL","rand2","final","maro'",0.32,"o",0.15,1
"NL","rand2","final","nana'",0.32,"a",0.11,1
"NL","rand2","final","tito",0.48,"o",0.15,0
"NL","rand2","final","pipi'",0.38,"i",0.13,1
"NL","rand2","final","casa",0.45,"a",0.15,0
"NL","rand2","final","gile'",0.31,"e",0.14,1
"NL","rand2","final","sede",0.39,"e",0.1,0
"NL","rand2","final","pate'",0.4,"e",0.19,1
"NL","rand2","final","mose'",0.4,"e",0.17,1
"NL","rand2","final","kepi'",0.37,"i",0.18,1
"NL","rand2","final","sofa'",0.41,"a",0.11,1
"NL","rand2","final","rita",0.34,"a",0.17,0
"NL","rand2","final","palo",0.49,"o",0.11,0
"NL","rand2","final","como'",0.32,"o",0.1,1
"NL","rand2","final","bara",0.47,"a",0.17,0
"NL","rand2","final","baro",0.45,"o",0.1,0
"PG","rand3","final","case",0.41,"e",0.14,0
"PG","rand3","final","pupi",0.41,"i",0.13,0
"PG","rand3","final","gile'",0.33,"e",0.16,1
"PG","rand3","final","pipi'",0.32,"i",0.1,1
"PG","rand3","final","maro'",0.31,"o",0.14,1
"PG","rand3","final","bara",0.39,"a",0.15,0
"PG","rand3","final","sede",0.35,"e",0.11,0
"PG","rand3","final","rita",0.34,"a",0.17,0
"PG","rand3","final","mali",0.38,"i",0.12,0
"PG","rand3","final","sofa'",0.35,"a",0.11,1
"PG","rand3","final","meta'",0.33,"a",0.15,1
"PG","rand3","final","falo'",0.31,"o",0.11,1
"PG","rand3","final","remi",0.34,"i",0.1,0
"PG","rand3","final","kali'",0.3,"i",0.13,1
"PG","rand3","final","ramo",0.39,"o",0.12,0
"PG","rand3","final","palo",0.39,"o",0.09,0
"PG","rand3","final","mimi'",0.32,"i",0.11,1
"PG","rand3","final","tito",0.41,"o",0.12,0
"PG","rand3","final","bepi",0.39,"i",0.19,0
"PG","rand3","final","casa",0.38,"a",0.13,0
"PG","rand3","final","bide'",0.3,"e",0.14,1
"PG","rand3","final","mose'",0.34,"e",0.16,1
"PG","rand3","final","cile",0.38,"e",0.1,0
"PG","rand3","final","tana",0.38,"a",0.1,0
"PG","rand3","final","tate",0.38,"e",0.09,0
"PG","rand3","final","nana'",0.28,"a",0.1,1
"PG","rand3","final","kepi'",0.35,"i",0.15,1
"PG","rand3","final","para'",0.32,"a",0.12,1
"PG","rand3","final","como'",0.3,"o",0.09,1
"PG","rand3","final","baro",0.39,"o",0.11,0
"PG","rand3","final","toto'",0.33,"o",0.16,1
"PG","rand3","final","pate'",0.37,"e",0.17,1
"RR","rand4","final","casa",0.46,"a",0.16,0
"RR","rand4","final","mimi'",0.36,"i",0.13,1
"RR","rand4","final","rita",0.39,"a",0.19,0
"RR","rand4","final","meta'",0.36,"a",0.11,1
"RR","rand4","final","palo",0.47,"o",0.13,0
"RR","rand4","final","kali'",0.37,"i",0.16,1
"RR","rand4","final","pate'",0.42,"e",0.18,1
"RR","rand4","final","falo'",0.4,"o",0.14,1
"RR","rand4","final","baro",0.42,"o",0.14,0
"RR","rand4","final","sofa'",0.42,"a",0.14,1
"RR","rand4","final","nana'",0.32,"a",0.09,1
"RR","rand4","final","pipi'",0.35,"i",0.11,1
"RR","rand4","final","maro'",0.32,"o",0.12,1
"RR","rand4","final","ramo",0.42,"o",0.14,0
"RR","rand4","final","bide'",0.38,"e",0.17,1
"RR","rand4","final","sede",0.47,"e",0.11,0
"RR","rand4","final","mose'",0.41,"e",0.19,1
"RR","rand4","final","toto'",0.37,"o",0.17,1
"RR","rand4","final","gile'",0.38,"e",0.14,1
"RR","rand4","final","mali",0.37,"i",0.12,0
"RR","rand4","final","para'",0.37,"a",0.11,1
"RR","rand4","final","tana",0.38,"a",0.15,0
"RR","rand4","final","como'",0.35,"o",0.1,1
"RR","rand4","final","kepi'",0.36,"i",0.15,1
"RR","rand4","final","bepi",0.44,"i",0.18,0
"RR","rand4","final","tate",0.44,"e",0.14,0
"RR","rand4","final","remi",0.35,"i",0.13,0
"RR","rand4","final","pupi",0.49,"i",0.13,0
"RR","rand4","final","tito",0.44,"o",0.17,0
"RR","rand4","final","cile",0.4,"e",0.12,0
"RR","rand4","final","bara",0.39,"a",0.15,0
"RR","rand4","final","case",0.5,"e",0.19,0
"SS","rand3","final","case",0.46,"e",0.16,0
"SS","rand3","final","pupi",0.43,"i",0.17,0
"SS","rand3","final","gile'",0.25,"e",0.22,1
"SS","rand3","final","pipi'",0.35,"i",0.13,1
"SS","rand3","final","maro'",0.33,"o",0.2,1
"SS","rand3","final","bara",0.43,"a",0.18,0
"SS","rand3","final","sede",0.41,"e",0.14,0
"SS","rand3","final","rita",0.35,"a",0.2,0
"SS","rand3","final","mali",0.44,"i",0.16,0
"SS","rand3","final","sofa'",0.38,"a",0.17,1
"SS","rand3","final","meta'",0.34,"a",0.15,1
"SS","rand3","final","falo'",0.31,"o",0.14,1
"SS","rand3","final","remi",0.36,"i",0.17,0
"SS","rand3","final","kali'",0.32,"i",0.16,1
"SS","rand3","final","ramo",0.42,"o",0.18,0
"SS","rand3","final","palo",0.43,"o",0.13,0
"SS","rand3","final","mimi'",0.31,"i",0.17,1
"SS","rand3","final","tito",0.41,"o",0.21,0
"SS","rand3","final","bepi",0.46,"i",0.16,0
"SS","rand3","final","casa",0.45,"a",0.18,0
"SS","rand3","final","bide'",0.33,"e",0.2,1
"SS","rand3","final","mose'",0.37,"e",0.16,1
"SS","rand3","final","cile",0.46,"e",0.13,0
"SS","rand3","final","tana",0.41,"a",0.14,0
"SS","rand3","final","tate",0.43,"e",0.15,0
"SS","rand3","final","nana'",0.26,"a",0.15,1
"SS","rand3","final","kepi'",0.36,"i",0.19,1
"SS","rand3","final","para'",0.34,"a",0.13,1
"SS","rand3","final","como'",0.32,"o",0.09,1
"SS","rand3","final","baro",0.43,"o",0.13,0
"SS","rand3","final","toto'",0.32,"o",0.16,1
"SS","rand3","final","pate'",0.36,"e",0.21,1
"VF","rand4","final","casa",0.45,"a",0.15,0
"VF","rand4","final","mimi'",0.33,"i",0.1,1
"VF","rand4","final","rita",0.32,"a",0.14,0
"VF","rand4","final","meta'",0.31,"a",0.14,1
"VF","rand4","final","palo",0.43,"o",0.07,0
"VF","rand4","final","kali'",0.34,"i",0.14,1
"VF","rand4","final","pate'",0.35,"e",0.15,1
"VF","rand4","final","falo'",0.35,"o",0.12,1
"VF","rand4","final","baro",0.42,"o",0.08,0
"VF","rand4","final","sofa'",0.39,"a",0.1,1
"VF","rand4","final","nana'",0.31,"a",0.02,1
"VF","rand4","final","pipi'",0.35,"i",0.11,1
"VF","rand4","final","maro'",0.38,"o",0.21,1
"VF","rand4","final","ramo",0.43,"o",0.12,0
"VF","rand4","final","bide'",0.33,"e",0.16,1
"VF","rand4","final","sede",0.39,"e",0.09,0
"VF","rand4","final","mose'",0.4,"e",0.22,1
"VF","rand4","final","toto'",0.34,"o",0.16,1
"VF","rand4","final","gile'",0.27,"e",0.12,1
"VF","rand4","final","mali",0.44,"i",0.1,0
"VF","rand4","final","para'",0.34,"a",0.12,1
"VF","rand4","final","tana",0.37,"a",0.09,0
"VF","rand4","final","como'",0.33,"o",0.09,1
"VF","rand4","final","kepi'",0.36,"i",0.14,1
"VF","rand4","final","bepi",0.41,"i",0.15,0
"VF","rand4","final","tate",0.4,"e",0.06,0
